date,time,eventtype,subtype,amount,duration,_eventid,_babyid,createtime,updatetime,endtime,status,recordstatus,mark,starttime
6/20/2014,10:35 AM,4,5,15,0,49,1,1403489173459,1403489173459,0,1,0,0,1403278500000
